Summary of the training: 
(' ave_R ', 880.81, ' std_R ', 374.97, ' min_R ', 88.83, ' max_R ', 1741.32, ' times ', 267635463, ' epi', 106800, ' clock ', 143.08, ' min')
(' ave_R ', 848.83, ' std_R ', 368.33, ' min_R ', 88.83, ' max_R ', 1741.32, ' times ', 267878524, ' epi', 106900, ' clock ', 143.22, ' min')
(' ave_R ', 858.82, ' std_R ', 365.47, ' min_R ', 88.83, ' max_R ', 1741.32, ' times ', 268144644, ' epi', 107000, ' clock ', 143.36, ' min')
(' ave_R ', 856.42, ' std_R ', 380.85, ' min_R ', 88.83, ' max_R ', 1741.32, ' times ', 268427190, ' epi', 107100, ' clock ', 143.51, ' min')
(' ave_R ', 832.1, ' std_R ', 374.14, ' min_R ', 3.34, ' max_R ', 1654.55, ' times ', 268679893, ' epi', 107200, ' clock ', 143.65, ' min')
(' ave_R ', 875.57, ' std_R ', 375.71, ' min_R ', 3.34, ' max_R ', 1796.06, ' times ', 268973551, ' epi', 107300, ' clock ', 143.79, ' min')
(' ave_R ', 870.77, ' std_R ', 364.29, ' min_R ', 3.34, ' max_R ', 1796.06, ' times ', 269248209, ' epi', 107400, ' clock ', 143.93, ' min')
(' ave_R ', 863.38, ' std_R ', 372.04, ' min_R ', 3.34, ' max_R ', 1796.06, ' times ', 269474664, ' epi', 107500, ' clock ', 144.06, ' min')
(' ave_R ', 869.95, ' std_R ', 355.19, ' min_R ', 3.34, ' max_R ', 1796.06, ' times ', 269737808, ' epi', 107600, ' clock ', 144.2, ' min')
(' ave_R ', 855.55, ' std_R ', 347.83, ' min_R ', 3.34, ' max_R ', 1796.06, ' times ', 270013932, ' epi', 107700, ' clock ', 144.34, ' min')
(' ave_R ', 836.94, ' std_R ', 352.98, ' min_R ', 3.34, ' max_R ', 1796.06, ' times ', 270259174, ' epi', 107800, ' clock ', 144.47, ' min')
(' ave_R ', 860.63, ' std_R ', 372.71, ' min_R ', -0.2, ' max_R ', 1796.06, ' times ', 270524162, ' epi', 107900, ' clock ', 144.61, ' min')
(' ave_R ', 847.77, ' std_R ', 370.29, ' min_R ', -0.2, ' max_R ', 1796.06, ' times ', 270788825, ' epi', 108000, ' clock ', 144.75, ' min')
(' ave_R ', 841.44, ' std_R ', 369.91, ' min_R ', -0.2, ' max_R ', 1796.06, ' times ', 271041679, ' epi', 108100, ' clock ', 144.88, ' min')
(' ave_R ', 836.31, ' std_R ', 367.17, ' min_R ', -0.2, ' max_R ', 1796.06, ' times ', 271317803, ' epi', 108200, ' clock ', 145.03, ' min')
(' ave_R ', 808.77, ' std_R ', 358.07, ' min_R ', -0.2, ' max_R ', 1717.72, ' times ', 271572328, ' epi', 108300, ' clock ', 145.16, ' min')
(' ave_R ', 814.0, ' std_R ', 373.6, ' min_R ', -0.2, ' max_R ', 1718.48, ' times ', 271850138, ' epi', 108400, ' clock ', 145.3, ' min')
(' ave_R ', 838.43, ' std_R ', 365.67, ' min_R ', -0.2, ' max_R ', 1718.48, ' times ', 272126690, ' epi', 108500, ' clock ', 145.45, ' min')
(' ave_R ', 847.35, ' std_R ', 374.89, ' min_R ', -0.2, ' max_R ', 1718.48, ' times ', 272394771, ' epi', 108600, ' clock ', 145.59, ' min')
(' ave_R ', 849.38, ' std_R ', 366.29, ' min_R ', -0.2, ' max_R ', 1718.48, ' times ', 272674787, ' epi', 108700, ' clock ', 145.73, ' min')
(' ave_R ', 853.73, ' std_R ', 373.64, ' min_R ', -0.2, ' max_R ', 1718.48, ' times ', 272924317, ' epi', 108800, ' clock ', 145.87, ' min')
(' ave_R ', 845.98, ' std_R ', 360.62, ' min_R ', 25.34, ' max_R ', 1718.48, ' times ', 273188284, ' epi', 108900, ' clock ', 146.01, ' min')
(' ave_R ', 863.83, ' std_R ', 362.47, ' min_R ', 25.34, ' max_R ', 1718.48, ' times ', 273469420, ' epi', 109000, ' clock ', 146.15, ' min')
(' ave_R ', 866.11, ' std_R ', 351.91, ' min_R ', 25.34, ' max_R ', 1718.48, ' times ', 273734125, ' epi', 109100, ' clock ', 146.29, ' min')
(' ave_R ', 882.57, ' std_R ', 347.26, ' min_R ', 25.34, ' max_R ', 1718.48, ' times ', 274026043, ' epi', 109200, ' clock ', 146.43, ' min')
(' ave_R ', 888.89, ' std_R ', 346.48, ' min_R ', 25.34, ' max_R ', 1718.48, ' times ', 274290316, ' epi', 109300, ' clock ', 146.57, ' min')
(' ave_R ', 908.94, ' std_R ', 346.26, ' min_R ', 25.34, ' max_R ', 1680.26, ' times ', 274573059, ' epi', 109400, ' clock ', 146.72, ' min')
(' ave_R ', 924.66, ' std_R ', 363.35, ' min_R ', 25.34, ' max_R ', 1725.81, ' times ', 274843067, ' epi', 109500, ' clock ', 146.86, ' min')
(' ave_R ', 939.98, ' std_R ', 375.4, ' min_R ', 25.34, ' max_R ', 1725.81, ' times ', 275110882, ' epi', 109600, ' clock ', 146.99, ' min')
(' ave_R ', 931.26, ' std_R ', 379.84, ' min_R ', 25.34, ' max_R ', 1725.81, ' times ', 275369894, ' epi', 109700, ' clock ', 147.13, ' min')
(' ave_R ', 930.59, ' std_R ', 367.67, ' min_R ', 60.86, ' max_R ', 1725.81, ' times ', 275647010, ' epi', 109800, ' clock ', 147.27, ' min')
(' ave_R ', 941.02, ' std_R ', 366.81, ' min_R ', 60.86, ' max_R ', 1725.81, ' times ', 275922212, ' epi', 109900, ' clock ', 147.41, ' min')
(' ave_R ', 944.94, ' std_R ', 372.23, ' min_R ', 60.86, ' max_R ', 1725.81, ' times ', 276175010, ' epi', 110000, ' clock ', 147.55, ' min')
(' ave_R ', 976.07, ' std_R ', 385.05, ' min_R ', 60.86, ' max_R ', 1725.81, ' times ', 276460742, ' epi', 110100, ' clock ', 147.7, ' min')
(' ave_R ', 959.29, ' std_R ', 392.01, ' min_R ', 60.86, ' max_R ', 1725.81, ' times ', 276728791, ' epi', 110200, ' clock ', 147.83, ' min')
(' ave_R ', 975.53, ' std_R ', 382.96, ' min_R ', 60.86, ' max_R ', 1725.81, ' times ', 277028791, ' epi', 110300, ' clock ', 147.99, ' min')
(' ave_R ', 952.94, ' std_R ', 397.52, ' min_R ', 60.86, ' max_R ', 1799.64, ' times ', 277304917, ' epi', 110400, ' clock ', 148.12, ' min')
(' ave_R ', 937.78, ' std_R ', 393.93, ' min_R ', -0.05, ' max_R ', 1799.64, ' times ', 277563481, ' epi', 110500, ' clock ', 148.26, ' min')
(' ave_R ', 914.66, ' std_R ', 375.95, ' min_R ', -0.05, ' max_R ', 1799.64, ' times ', 277828180, ' epi', 110600, ' clock ', 148.4, ' min')
(' ave_R ', 927.51, ' std_R ', 391.02, ' min_R ', -0.05, ' max_R ', 1799.64, ' times ', 278098026, ' epi', 110700, ' clock ', 148.54, ' min')
(' ave_R ', 931.81, ' std_R ', 395.38, ' min_R ', -0.05, ' max_R ', 1799.64, ' times ', 278370390, ' epi', 110800, ' clock ', 148.69, ' min')
(' ave_R ', 922.84, ' std_R ', 388.97, ' min_R ', -0.05, ' max_R ', 1799.64, ' times ', 278648477, ' epi', 110900, ' clock ', 148.83, ' min')
(' ave_R ', 939.31, ' std_R ', 382.34, ' min_R ', -0.05, ' max_R ', 1799.64, ' times ', 278941913, ' epi', 111000, ' clock ', 148.98, ' min')
(' ave_R ', 936.39, ' std_R ', 364.74, ' min_R ', -0.05, ' max_R ', 1799.64, ' times ', 279235858, ' epi', 111100, ' clock ', 149.13, ' min')
(' ave_R ', 966.59, ' std_R ', 369.98, ' min_R ', -0.05, ' max_R ', 1799.64, ' times ', 279506575, ' epi', 111200, ' clock ', 149.27, ' min')
(' ave_R ', 962.62, ' std_R ', 369.94, ' min_R ', -0.05, ' max_R ', 1799.64, ' times ', 279784183, ' epi', 111300, ' clock ', 149.41, ' min')
(' ave_R ', 938.27, ' std_R ', 356.43, ' min_R ', -0.05, ' max_R ', 1726.5, ' times ', 280024643, ' epi', 111400, ' clock ', 149.54, ' min')
(' ave_R ', 932.85, ' std_R ', 365.17, ' min_R ', 21.16, ' max_R ', 1726.5, ' times ', 280272334, ' epi', 111500, ' clock ', 149.68, ' min')
(' ave_R ', 940.44, ' std_R ', 364.34, ' min_R ', 21.16, ' max_R ', 1726.5, ' times ', 280543593, ' epi', 111600, ' clock ', 149.82, ' min')
(' ave_R ', 949.31, ' std_R ', 349.48, ' min_R ', 21.16, ' max_R ', 1620.96, ' times ', 280820030, ' epi', 111700, ' clock ', 149.97, ' min')
(' ave_R ', 943.5, ' std_R ', 347.67, ' min_R ', 21.16, ' max_R ', 1620.96, ' times ', 281088747, ' epi', 111800, ' clock ', 150.1, ' min')
(' ave_R ', 949.12, ' std_R ', 347.3, ' min_R ', 21.16, ' max_R ', 1620.96, ' times ', 281348385, ' epi', 111900, ' clock ', 150.24, ' min')
(' ave_R ', 940.85, ' std_R ', 358.79, ' min_R ', 21.16, ' max_R ', 1660.85, ' times ', 281626272, ' epi', 112000, ' clock ', 150.38, ' min')
(' ave_R ', 936.44, ' std_R ', 363.62, ' min_R ', 21.16, ' max_R ', 1660.85, ' times ', 281900137, ' epi', 112100, ' clock ', 150.52, ' min')
(' ave_R ', 935.87, ' std_R ', 364.98, ' min_R ', 26.14, ' max_R ', 1694.67, ' times ', 282194971, ' epi', 112200, ' clock ', 150.68, ' min')
(' ave_R ', 917.15, ' std_R ', 359.33, ' min_R ', 26.14, ' max_R ', 1694.67, ' times ', 282457231, ' epi', 112300, ' clock ', 150.82, ' min')
(' ave_R ', 943.94, ' std_R ', 368.62, ' min_R ', 26.14, ' max_R ', 1694.67, ' times ', 282723565, ' epi', 112400, ' clock ', 150.97, ' min')
(' ave_R ', 964.11, ' std_R ', 345.69, ' min_R ', 26.14, ' max_R ', 1694.67, ' times ', 282994636, ' epi', 112500, ' clock ', 151.12, ' min')
(' ave_R ', 965.55, ' std_R ', 350.39, ' min_R ', 26.14, ' max_R ', 1694.67, ' times ', 283290987, ' epi', 112600, ' clock ', 151.27, ' min')
(' ave_R ', 942.51, ' std_R ', 354.69, ' min_R ', 26.14, ' max_R ', 1694.67, ' times ', 283541677, ' epi', 112700, ' clock ', 151.42, ' min')
(' ave_R ', 970.11, ' std_R ', 360.32, ' min_R ', 26.14, ' max_R ', 1694.67, ' times ', 283801127, ' epi', 112800, ' clock ', 151.56, ' min')
(' ave_R ', 972.34, ' std_R ', 355.19, ' min_R ', 32.81, ' max_R ', 1694.67, ' times ', 284078790, ' epi', 112900, ' clock ', 151.71, ' min')
(' ave_R ', 957.25, ' std_R ', 348.4, ' min_R ', 32.81, ' max_R ', 1694.67, ' times ', 284327472, ' epi', 113000, ' clock ', 151.84, ' min')
(' ave_R ', 926.49, ' std_R ', 348.09, ' min_R ', 32.81, ' max_R ', 1694.67, ' times ', 284556097, ' epi', 113100, ' clock ', 151.98, ' min')
(' ave_R ', 925.61, ' std_R ', 343.37, ' min_R ', 32.81, ' max_R ', 1648.07, ' times ', 284826831, ' epi', 113200, ' clock ', 152.12, ' min')
(' ave_R ', 909.37, ' std_R ', 351.97, ' min_R ', 32.81, ' max_R ', 1648.07, ' times ', 285085952, ' epi', 113300, ' clock ', 152.26, ' min')
(' ave_R ', 908.68, ' std_R ', 332.27, ' min_R ', 81.31, ' max_R ', 1633.17, ' times ', 285369387, ' epi', 113400, ' clock ', 152.4, ' min')
(' ave_R ', 893.68, ' std_R ', 334.22, ' min_R ', 81.31, ' max_R ', 1633.17, ' times ', 285622518, ' epi', 113500, ' clock ', 152.54, ' min')
(' ave_R ', 885.54, ' std_R ', 343.4, ' min_R ', 81.31, ' max_R ', 1644.74, ' times ', 285884563, ' epi', 113600, ' clock ', 152.68, ' min')
(' ave_R ', 903.24, ' std_R ', 345.03, ' min_R ', 128.75, ' max_R ', 1663.67, ' times ', 286127189, ' epi', 113700, ' clock ', 152.81, ' min')
(' ave_R ', 888.96, ' std_R ', 331.68, ' min_R ', 128.75, ' max_R ', 1663.67, ' times ', 286366378, ' epi', 113800, ' clock ', 152.94, ' min')
(' ave_R ', 902.16, ' std_R ', 346.62, ' min_R ', 128.75, ' max_R ', 1721.6, ' times ', 286646395, ' epi', 113900, ' clock ', 153.09, ' min')
(' ave_R ', 877.58, ' std_R ', 346.76, ' min_R ', 128.75, ' max_R ', 1721.6, ' times ', 286918859, ' epi', 114000, ' clock ', 153.24, ' min')
(' ave_R ', 923.06, ' std_R ', 368.3, ' min_R ', 132.16, ' max_R ', 1740.53, ' times ', 287210959, ' epi', 114100, ' clock ', 153.39, ' min')
(' ave_R ', 891.95, ' std_R ', 360.36, ' min_R ', 132.16, ' max_R ', 1740.53, ' times ', 287455795, ' epi', 114200, ' clock ', 153.53, ' min')
(' ave_R ', 922.39, ' std_R ', 356.9, ' min_R ', 132.16, ' max_R ', 1740.53, ' times ', 287718027, ' epi', 114300, ' clock ', 153.67, ' min')
(' ave_R ', 919.05, ' std_R ', 355.6, ' min_R ', 132.16, ' max_R ', 1740.53, ' times ', 287999248, ' epi', 114400, ' clock ', 153.82, ' min')
(' ave_R ', 917.54, ' std_R ', 356.47, ' min_R ', 72.81, ' max_R ', 1740.53, ' times ', 288250116, ' epi', 114500, ' clock ', 153.96, ' min')
(' ave_R ', 892.84, ' std_R ', 353.0, ' min_R ', 72.81, ' max_R ', 1740.53, ' times ', 288488645, ' epi', 114600, ' clock ', 154.09, ' min')
(' ave_R ', 879.05, ' std_R ', 341.83, ' min_R ', 72.81, ' max_R ', 1740.53, ' times ', 288772383, ' epi', 114700, ' clock ', 154.24, ' min')
(' ave_R ', 894.95, ' std_R ', 351.8, ' min_R ', 72.81, ' max_R ', 1740.53, ' times ', 289055434, ' epi', 114800, ' clock ', 154.39, ' min')
(' ave_R ', 894.5, ' std_R ', 338.49, ' min_R ', 72.81, ' max_R ', 1740.53, ' times ', 289341132, ' epi', 114900, ' clock ', 154.54, ' min')
(' ave_R ', 896.98, ' std_R ', 350.89, ' min_R ', 72.81, ' max_R ', 1740.53, ' times ', 289553825, ' epi', 115000, ' clock ', 154.66, ' min')
(' ave_R ', 864.86, ' std_R ', 334.43, ' min_R ', 72.81, ' max_R ', 1454.27, ' times ', 289810956, ' epi', 115100, ' clock ', 154.8, ' min')
(' ave_R ', 864.22, ' std_R ', 337.0, ' min_R ', 72.81, ' max_R ', 1454.27, ' times ', 290057512, ' epi', 115200, ' clock ', 154.93, ' min')
(' ave_R ', 880.99, ' std_R ', 362.58, ' min_R ', 72.81, ' max_R ', 1709.19, ' times ', 290338216, ' epi', 115300, ' clock ', 155.08, ' min')
(' ave_R ', 893.8, ' std_R ', 367.82, ' min_R ', 72.81, ' max_R ', 1709.19, ' times ', 290597404, ' epi', 115400, ' clock ', 155.22, ' min')
(' ave_R ', 881.2, ' std_R ', 366.66, ' min_R ', 79.38, ' max_R ', 1709.19, ' times ', 290855136, ' epi', 115500, ' clock ', 155.35, ' min')
(' ave_R ', 917.65, ' std_R ', 363.31, ' min_R ', 79.38, ' max_R ', 1709.19, ' times ', 291131163, ' epi', 115600, ' clock ', 155.49, ' min')
(' ave_R ', 922.52, ' std_R ', 370.44, ' min_R ', 58.43, ' max_R ', 1709.19, ' times ', 291385293, ' epi', 115700, ' clock ', 155.63, ' min')
(' ave_R ', 893.26, ' std_R ', 363.79, ' min_R ', 58.43, ' max_R ', 1709.19, ' times ', 291646337, ' epi', 115800, ' clock ', 155.77, ' min')
(' ave_R ', 864.07, ' std_R ', 372.01, ' min_R ', 58.43, ' max_R ', 1709.19, ' times ', 291888556, ' epi', 115900, ' clock ', 155.89, ' min')
(' ave_R ', 896.83, ' std_R ', 363.69, ' min_R ', 58.43, ' max_R ', 1709.19, ' times ', 292173792, ' epi', 116000, ' clock ', 156.04, ' min')
(' ave_R ', 901.87, ' std_R ', 348.26, ' min_R ', 58.43, ' max_R ', 1709.19, ' times ', 292445561, ' epi', 116100, ' clock ', 156.18, ' min')
(' ave_R ', 919.99, ' std_R ', 347.29, ' min_R ', 58.43, ' max_R ', 1709.19, ' times ', 292721751, ' epi', 116200, ' clock ', 156.32, ' min')
(' ave_R ', 862.96, ' std_R ', 335.92, ' min_R ', 58.43, ' max_R ', 1589.11, ' times ', 292987847, ' epi', 116300, ' clock ', 156.46, ' min')
(' ave_R ', 874.5, ' std_R ', 339.28, ' min_R ', 58.43, ' max_R ', 1531.44, ' times ', 293278923, ' epi', 116400, ' clock ', 156.62, ' min')
(' ave_R ', 881.65, ' std_R ', 341.22, ' min_R ', 58.43, ' max_R ', 1531.44, ' times ', 293563415, ' epi', 116500, ' clock ', 156.76, ' min')
(' ave_R ', 906.77, ' std_R ', 362.8, ' min_R ', 58.43, ' max_R ', 1872.78, ' times ', 293856595, ' epi', 116600, ' clock ', 156.9, ' min')
(' ave_R ', 920.92, ' std_R ', 377.03, ' min_R ', 7.38, ' max_R ', 1872.78, ' times ', 294125101, ' epi', 116700, ' clock ', 157.04, ' min')
(' ave_R ', 929.77, ' std_R ', 384.28, ' min_R ', 2.12, ' max_R ', 1872.78, ' times ', 294381377, ' epi', 116800, ' clock ', 157.18, ' min')
(' ave_R ', 922.04, ' std_R ', 385.63, ' min_R ', 2.12, ' max_R ', 1872.78, ' times ', 294628004, ' epi', 116900, ' clock ', 157.31, ' min')
(' ave_R ', 916.39, ' std_R ', 385.57, ' min_R ', 2.12, ' max_R ', 1872.78, ' times ', 294912750, ' epi', 117000, ' clock ', 157.46, ' min')
(' ave_R ', 916.41, ' std_R ', 400.39, ' min_R ', 2.12, ' max_R ', 1872.78, ' times ', 295177351, ' epi', 117100, ' clock ', 157.6, ' min')
(' ave_R ', 914.7, ' std_R ', 392.08, ' min_R ', 2.12, ' max_R ', 1872.78, ' times ', 295443428, ' epi', 117200, ' clock ', 157.73, ' min')
(' ave_R ', 920.6, ' std_R ', 393.17, ' min_R ', 2.12, ' max_R ', 1872.78, ' times ', 295699426, ' epi', 117300, ' clock ', 157.86, ' min')
(' ave_R ', 889.1, ' std_R ', 392.68, ' min_R ', 2.12, ' max_R ', 1872.78, ' times ', 295958470, ' epi', 117400, ' clock ', 158.0, ' min')
(' ave_R ', 918.36, ' std_R ', 396.04, ' min_R ', 2.12, ' max_R ', 1872.78, ' times ', 296229059, ' epi', 117500, ' clock ', 158.15, ' min')
(' ave_R ', 898.79, ' std_R ', 382.3, ' min_R ', 2.12, ' max_R ', 1844.29, ' times ', 296516453, ' epi', 117600, ' clock ', 158.3, ' min')
(' ave_R ', 880.44, ' std_R ', 363.17, ' min_R ', 2.12, ' max_R ', 1655.35, ' times ', 296807480, ' epi', 117700, ' clock ', 158.44, ' min')
(' ave_R ', 869.87, ' std_R ', 360.35, ' min_R ', 75.63, ' max_R ', 1655.35, ' times ', 297089438, ' epi', 117800, ' clock ', 158.59, ' min')
(' ave_R ', 893.24, ' std_R ', 359.23, ' min_R ', 75.63, ' max_R ', 1655.35, ' times ', 297374586, ' epi', 117900, ' clock ', 158.73, ' min')
(' ave_R ', 892.82, ' std_R ', 374.79, ' min_R ', -0.26, ' max_R ', 1655.35, ' times ', 297626427, ' epi', 118000, ' clock ', 158.87, ' min')
(' ave_R ', 894.2, ' std_R ', 357.1, ' min_R ', -0.26, ' max_R ', 1655.35, ' times ', 297901438, ' epi', 118100, ' clock ', 159.01, ' min')
(' ave_R ', 897.69, ' std_R ', 371.17, ' min_R ', -0.26, ' max_R ', 1655.35, ' times ', 298189947, ' epi', 118200, ' clock ', 159.15, ' min')
(' ave_R ', 916.66, ' std_R ', 352.85, ' min_R ', -0.26, ' max_R ', 1655.35, ' times ', 298475601, ' epi', 118300, ' clock ', 159.3, ' min')
(' ave_R ', 942.98, ' std_R ', 365.21, ' min_R ', -0.26, ' max_R ', 1784.16, ' times ', 298756233, ' epi', 118400, ' clock ', 159.44, ' min')
(' ave_R ', 934.75, ' std_R ', 355.66, ' min_R ', -0.26, ' max_R ', 1784.16, ' times ', 299050546, ' epi', 118500, ' clock ', 159.59, ' min')
(' ave_R ', 937.38, ' std_R ', 352.07, ' min_R ', -0.26, ' max_R ', 1784.16, ' times ', 299339656, ' epi', 118600, ' clock ', 159.74, ' min')
(' ave_R ', 940.89, ' std_R ', 347.19, ' min_R ', -0.26, ' max_R ', 1784.16, ' times ', 299636287, ' epi', 118700, ' clock ', 159.88, ' min')
(' ave_R ', 954.92, ' std_R ', 342.74, ' min_R ', -0.26, ' max_R ', 1784.16, ' times ', 299922926, ' epi', 118800, ' clock ', 160.03, ' min')
(' ave_R ', 964.12, ' std_R ', 338.22, ' min_R ', -0.26, ' max_R ', 1784.16, ' times ', 300200678, ' epi', 118900, ' clock ', 160.17, ' min')
(' ave_R ', 949.8, ' std_R ', 308.74, ' min_R ', 113.55, ' max_R ', 1784.16, ' times ', 300464367, ' epi', 119000, ' clock ', 160.32, ' min')
(' ave_R ', 968.61, ' std_R ', 311.55, ' min_R ', 113.55, ' max_R ', 1784.16, ' times ', 300764367, ' epi', 119100, ' clock ', 160.47, ' min')
(' ave_R ', 953.92, ' std_R ', 300.03, ' min_R ', 113.55, ' max_R ', 1784.16, ' times ', 301044366, ' epi', 119200, ' clock ', 160.61, ' min')
(' ave_R ', 954.77, ' std_R ', 304.39, ' min_R ', 47.11, ' max_R ', 1784.16, ' times ', 301310800, ' epi', 119300, ' clock ', 160.75, ' min')
(' ave_R ', 929.05, ' std_R ', 293.08, ' min_R ', 47.11, ' max_R ', 1610.24, ' times ', 301606074, ' epi', 119400, ' clock ', 160.9, ' min')
(' ave_R ', 920.3, ' std_R ', 302.58, ' min_R ', 47.11, ' max_R ', 1610.24, ' times ', 301884084, ' epi', 119500, ' clock ', 161.05, ' min')
(' ave_R ', 879.17, ' std_R ', 302.49, ' min_R ', 47.11, ' max_R ', 1564.76, ' times ', 302142285, ' epi', 119600, ' clock ', 161.19, ' min')
(' ave_R ', 873.05, ' std_R ', 308.41, ' min_R ', 47.11, ' max_R ', 1564.76, ' times ', 302405582, ' epi', 119700, ' clock ', 161.33, ' min')
(' ave_R ', 880.62, ' std_R ', 306.02, ' min_R ', 47.11, ' max_R ', 1564.76, ' times ', 302673561, ' epi', 119800, ' clock ', 161.48, ' min')
(' ave_R ', 838.13, ' std_R ', 316.86, ' min_R ', 30.86, ' max_R ', 1564.76, ' times ', 302933169, ' epi', 119900, ' clock ', 161.62, ' min')
(' ave_R ', 837.41, ' std_R ', 325.4, ' min_R ', 30.86, ' max_R ', 1564.76, ' times ', 303185580, ' epi', 120000, ' clock ', 161.75, ' min')
(' ave_R ', 836.19, ' std_R ', 347.36, ' min_R ', 30.86, ' max_R ', 1736.33, ' times ', 303480005, ' epi', 120100, ' clock ', 161.9, ' min')
(' ave_R ', 837.92, ' std_R ', 350.16, ' min_R ', 30.86, ' max_R ', 1736.33, ' times ', 303767866, ' epi', 120200, ' clock ', 162.05, ' min')
(' ave_R ', 849.08, ' std_R ', 350.16, ' min_R ', 30.86, ' max_R ', 1736.33, ' times ', 304047175, ' epi', 120300, ' clock ', 162.19, ' min')
(' ave_R ', 843.94, ' std_R ', 340.22, ' min_R ', 30.86, ' max_R ', 1736.33, ' times ', 304317500, ' epi', 120400, ' clock ', 162.33, ' min')
(' ave_R ', 823.34, ' std_R ', 336.38, ' min_R ', 30.86, ' max_R ', 1736.33, ' times ', 304580484, ' epi', 120500, ' clock ', 162.47, ' min')
(' ave_R ', 848.79, ' std_R ', 352.76, ' min_R ', 30.86, ' max_R ', 1736.33, ' times ', 304847830, ' epi', 120600, ' clock ', 162.61, ' min')
(' ave_R ', 850.73, ' std_R ', 352.29, ' min_R ', 30.86, ' max_R ', 1736.33, ' times ', 305102873, ' epi', 120700, ' clock ', 162.75, ' min')
(' ave_R ', 856.54, ' std_R ', 359.45, ' min_R ', 30.86, ' max_R ', 1736.33, ' times ', 305376016, ' epi', 120800, ' clock ', 162.9, ' min')
(' ave_R ', 867.24, ' std_R ', 348.66, ' min_R ', 35.94, ' max_R ', 1736.33, ' times ', 305639041, ' epi', 120900, ' clock ', 163.04, ' min')
(' ave_R ', 860.71, ' std_R ', 351.49, ' min_R ', 35.94, ' max_R ', 1736.33, ' times ', 305906033, ' epi', 121000, ' clock ', 163.18, ' min')
(' ave_R ', 882.87, ' std_R ', 367.68, ' min_R ', 35.94, ' max_R ', 2072.19, ' times ', 306200138, ' epi', 121100, ' clock ', 163.33, ' min')
(' ave_R ', 893.92, ' std_R ', 372.18, ' min_R ', 35.94, ' max_R ', 2072.19, ' times ', 306468276, ' epi', 121200, ' clock ', 163.46, ' min')
(' ave_R ', 889.49, ' std_R ', 381.43, ' min_R ', 35.94, ' max_R ', 2072.19, ' times ', 306752355, ' epi', 121300, ' clock ', 163.6, ' min')
(' ave_R ', 912.54, ' std_R ', 392.78, ' min_R ', 35.94, ' max_R ', 2072.19, ' times ', 307038672, ' epi', 121400, ' clock ', 163.75, ' min')
(' ave_R ', 948.8, ' std_R ', 394.75, ' min_R ', 35.94, ' max_R ', 2072.19, ' times ', 307328669, ' epi', 121500, ' clock ', 163.89, ' min')
(' ave_R ', 930.56, ' std_R ', 384.25, ' min_R ', 43.5, ' max_R ', 2072.19, ' times ', 307571316, ' epi', 121600, ' clock ', 164.02, ' min')
(' ave_R ', 934.38, ' std_R ', 380.89, ' min_R ', 43.5, ' max_R ', 2072.19, ' times ', 307844933, ' epi', 121700, ' clock ', 164.17, ' min')
(' ave_R ', 922.26, ' std_R ', 386.31, ' min_R ', 43.5, ' max_R ', 2072.19, ' times ', 308126802, ' epi', 121800, ' clock ', 164.32, ' min')
(' ave_R ', 922.44, ' std_R ', 394.93, ' min_R ', 132.49, ' max_R ', 2072.19, ' times ', 308374127, ' epi', 121900, ' clock ', 164.45, ' min')
(' ave_R ', 945.33, ' std_R ', 389.49, ' min_R ', 132.49, ' max_R ', 2072.19, ' times ', 308635881, ' epi', 122000, ' clock ', 164.59, ' min')
(' ave_R ', 892.1, ' std_R ', 362.7, ' min_R ', 132.49, ' max_R ', 1737.01, ' times ', 308920607, ' epi', 122100, ' clock ', 164.73, ' min')
(' ave_R ', 875.42, ' std_R ', 375.06, ' min_R ', 30.84, ' max_R ', 1737.01, ' times ', 309177859, ' epi', 122200, ' clock ', 164.87, ' min')
